LAMMPS data file via write_data, version 19 Nov 2024, timestep = 500000, units = lj

2000 atoms
2 atom types
999 bonds
1 bond types

0 30 xlo xhi
0 30 ylo yhi
0 30 zlo zhi

Masses

1 1
2 1

PairIJ Coeffs # lj/cut

1 1 1 1 1.12246
1 2 1 1 1.12246
2 2 1 1 1.12246

Bond Coeffs # fene

1 30 1.5 1 1

Atoms # bond

1469 0 2 3.457997231793192 2.4035103385852303 29.94548806946613 7 6 -2
1375 0 2 6.412513070066854 2.438478107804967 0.5810693429804502 3 -2 -3
1593 0 2 2.0580288145217196 2.15700555289405 0.9024123732822702 2 6 2
1341 0 2 25.907150054104196 1.0367295610393852 29.254329205247807 -5 -3 -3
1641 0 2 9.221865787096474 4.031160109384804 0.06934533360386928 1 2 0
1077 0 2 13.824327478297896 3.233029310747889 1.81404509731038 3 -4 -5
1339 0 2 6.2804951584911315 3.00240407054798 29.37349925762673 3 -2 -5
1131 0 2 3.8863780834459662 4.064629775660482 1.850167039877057 -4 0 2
1185 0 2 23.43360241579312 3.544331461573066 0.5900973877455895 -4 0 -3
1811 0 2 4.602441198861882 6.949314846536682 1.3753778349777002 2 1 -1
1479 0 2 25.179222812724976 6.064831307686001 29.766403875214355 -2 2 3
1902 0 2 29.43385500381286 6.177636482353196 0.774290997881684 2 3 -4
174 1 1 21.25145976396128 7.870693675256489 29.976507558268516 0 -1 -1
1566 0 2 23.324150348923293 5.650820636216015 0.1485448633536277 3 4 4
1623 0 2 9.010208938440812 9.361065286058961 2.73306543080719 -1 2 2
172 1 1 20.57964218488993 6.393201133751512 0.4637178255613923 0 -1 0
173 1 1 21.244071210023083 7.032990811348214 0.45854205651020075 0 -1 0
1487 0 2 0.9970210673008588 8.286892134834588 29.3258603540569 5 -2 -1
1812 0 2 27.49361021976878 6.89150567862201 0.27288624590911614 0 3 -3
283 1 1 20.459590560064754 12.050524216251116 29.92646118214748 0 -1 -1
1132 0 2 27.853998572355465 10.543205913679342 28.522345976566875 -3 -2 -4
281 1 1 19.185470249574042 10.826423758769732 0.16282897363795654 0 -1 0
280 1 1 18.435310643229325 11.361899112887107 0.5241034262069016 0 -1 0
286 1 1 21.845786375940452 12.482433160416583 0.803586133540111 0 -1 0
1502 0 2 2.1431842339337437 12.324014921454697 0.2761054931767007 1 4 -1
303 1 1 22.53811893435658 12.207525816552588 29.889694568718685 0 -1 -1
302 1 1 22.68392246991945 13.114149853982939 0.24232128457593455 0 -1 0
1210 0 2 24.154599683264294 11.700393785469258 29.00678429437347 0 7 -4
304 1 1 22.245166236373358 12.427121791678218 29.05046954484415 0 -1 -1
278 1 1 17.662472323606135 12.324705335478557 1.644878920906202 0 -1 0
299 1 1 24.031988935622625 13.677781738927036 0.12259974897861389 0 -1 0
273 1 1 16.797187125059963 14.75750242126167 0.8038628764652606 0 -1 0
1777 0 2 21.064684829781196 13.798301152719397 0.3344634838227871 -4 3 -3
270 1 1 16.85634277791895 16.11171269233359 1.0556316883292223 0 -1 0
1482 0 2 24.89892119929427 15.773919299889569 29.429646018125307 1 -1 -3
22 1 1 25.6820916403621 17.62795527914116 0.35307188027629705 0 -1 1
20 1 1 26.534598836181885 19.329422599590856 0.6305162210696916 0 -1 1
140 1 1 13.689557275569904 19.17065311770695 0.579907359746326 0 -1 0
19 1 1 27.161724743619963 18.99988530824305 29.916539795051897 0 -1 0
13 1 1 0.5674528930800667 21.391183611993323 0.7802068317113432 1 -1 1
7 1 1 3.7272696476091958 21.80234333342629 0.9266721246680834 1 -1 1
12 1 1 0.060456472568357164 21.315727719733488 29.932092255966893 1 -1 0
15 1 1 28.887246534977166 21.58897985310017 1.1959845125768753 0 -1 1
14 1 1 29.795226266690808 21.45010420229259 1.4205567119766986 0 -1 1
1434 0 2 13.660858241047569 22.408136059480594 2.225217435740022 3 4 -6
1665 0 2 0.0353502468173625 24.63473223837248 0.1247017123937863 -1 1 1
1180 0 2 0.6775614933349963 25.566619262135855 1.1912027705753458 6 7 0
1749 0 2 4.152644199217231 24.574025249799874 2.700994632404855 1 2 -2
861 1 1 18.0396817992533 23.73276885857104 29.318030595326285 1 -1 0
860 1 1 18.478093227347344 23.478905025544798 0.12176940201348246 1 -1 1
1453 0 2 21.857984942691115 26.066262000670434 29.726055418732017 1 2 3
1013 0 2 28.370587729735277 24.372167441721036 1.1809336854612846 -2 0 2
1734 0 2 21.475954993523853 29.278451910748405 29.935897665869764 -8 -5 -4
372 1 1 26.539245829041246 28.482709706025805 0.8094933412879033 0 -1 0
373 1 1 27.138081544591873 28.0195597168253 1.4403989941721904 0 -1 0
371 1 1 26.56542712814652 27.623240130858278 0.3290406945944718 0 -1 0
374 1 1 27.64246284930674 28.1927248060118 0.5825395351939042 0 -1 0
1774 0 2 10.425213553419047 27.688310007598684 29.000054871481627 -2 0 -4
1442 0 2 12.900223919638533 0.9282371179695991 2.2455222156135375 1 -7 7
1026 0 2 21.072676543646086 0.6635105395831663 0.5553172794586031 3 4 2
1804 0 2 29.453760535298294 2.129008382652767 0.8807734894263893 3 2 -1
1382 0 2 15.908446898503685 4.19159938354882 0.03476061216583683 4 6 -2
1825 0 2 8.56199954575702 5.039389064522506 1.6065164500035236 2 5 6
171 1 1 19.981632665555182 6.8656238014227995 1.1483399829541319 0 -1 0
175 1 1 22.1772873627592 8.200447925674354 0.16894060129720653 0 -1 0
167 1 1 18.961135917496005 8.436487411220241 2.1565764376704344 0 -1 0
169 1 1 18.51618301071163 7.17109736839106 1.6725149472145935 0 -1 0
176 1 1 22.711715983256326 8.106361875608739 1.0033124396751831 0 -1 0
287 1 1 21.842697722732957 11.566825897860152 0.9332287577245826 0 -1 0
284 1 1 20.1456501739075 12.403942525431754 0.7521850274977361 0 -1 0
285 1 1 20.94585373089982 12.666502579366318 1.1847558496726611 0 -1 0
279 1 1 18.089879865011383 12.180534539999885 0.7444566925817352 0 -1 0
1439 0 2 29.454426401942946 13.642948577258394 3.391118635501516 -1 -3 2
1782 0 2 16.259456815628056 11.527284650486617 29.510528536907785 -5 -3 4
276 1 1 17.068236938950527 13.365950144711958 1.6119653778177885 0 -1 0
298 1 1 24.760369951917603 13.725756286646737 0.7651052813434625 0 -1 0
1048 0 2 10.250391316996035 14.328297290464716 0.44930438172706844 -5 -1 -8
274 1 1 16.133836834366473 14.314932070427513 1.4048817980928905 0 -1 0
1037 0 2 28.091131796770753 14.017563343527991 0.8528219331038689 -4 2 -2
272 1 1 17.574619292815118 14.672638374927352 0.2762915894660511 0 -1 0
1664 0 2 1.1432459419968244 17.393327888660412 29.64218567565319 -5 -1 3
271 1 1 17.422512585462428 15.625882374017834 0.4339589137152353 0 -1 0
1806 0 2 8.350920668650836 16.970928173607685 1.5229074282868083 -4 -1 4
269 1 1 17.64150600799844 16.382725681438753 1.5020775587540929 0 -1 0
142 1 1 13.440367889902376 17.32055833583515 0.32047329979413397 0 -1 0
143 1 1 13.026205818386865 16.874787563170738 1.1346699096941277 0 -1 0
141 1 1 13.784078190610337 18.233294756907764 0.329223485210272 0 -1 0
21 1 1 26.03658286485522 18.543166329407573 0.6367764352749838 0 -1 1
1284 0 2 8.350750559808366 19.43733910808861 0.7951564716553279 -4 0 5
139 1 1 12.868913520329336 19.246138245033062 1.1364026148111326 0 -1 0
1086 0 2 20.91657878135121 19.855509135613058 0.8998922486081085 2 4 3
1380 0 2 20.123250188281084 21.84950685116438 29.504359079849003 4 9 0
1152 0 2 27.500335038913338 19.728598889618702 2.9599002603840603 0 1 6
6 1 1 3.2254537107403727 22.607018558555783 1.2542806859017357 1 -1 1
1118 0 2 4.989653236090296 21.548072603119124 29.97923826895899 2 0 -1
1135 0 2 9.824967450115512 21.255897421568683 28.769593252944908 4 3 -3
5 1 1 2.4250143805637343 22.672364669149353 1.7706255615712254 1 -1 1
1239 0 2 27.761895054555893 21.747392555423044 0.921053576281897 1 1 1
4 1 1 2.2169111760943907 23.26279881383034 2.489884823626679 1 -1 1
1467 0 2 10.557302472364112 25.253717425861822 0.5261481065209744 -5 7 10
1697 0 2 6.954690220413661 24.169953556303867 0.7098011925689841 7 -2 -2
1587 0 2 16.118691041306985 25.185643217934597 0.7958635257457695 3 -8 -3
1441 0 2 19.67874148245807 28.39464744031341 0.0872726434235046 -3 1 -1
1035 0 2 6.769857896725085 27.518992088905673 2.6963209941563355 1 -3 1
1549 0 2 15.002458726639711 28.33503757121635 1.6126923850265065 3 -1 4
1706 0 2 17.411957900599926 27.999388854464023 0.1371618778484775 5 -7 4
1949 0 2 22.25486201005427 27.9016029650395 1.5181438318074127 -1 -3 4
1102 0 2 19.932629653772782 29.540824648613228 29.038522502331357 4 -3 0
375 1 1 28.549533164175074 28.191582223295523 0.3088599040259989 0 -1 0
1799 0 2 8.43077590012204 29.8833222033872 0.5231228299009641 -1 0 -1
1699 0 2 10.652004564731303 29.919899276843953 1.4343384872945115 1 2 -3
378 1 1 29.202390585379803 29.15524879982599 2.4046573086357923 0 -1 0
1791 0 2 8.467009414049263 2.8891781073883993 1.912664138472574 3 2 -1
1112 0 2 17.12854050707219 4.5644283174725455 3.2264703967230286 0 -2 2
1226 0 2 5.790115865750673 4.4053707055605384 1.7325081887426403 1 -3 -2
1629 0 2 4.340071751489861 5.197985629453192 0.5842963759198488 3 -5 1
1654 0 2 13.201923421185635 6.444331252567847 1.223732293260262 -1 3 -4
665 1 1 17.43853051619063 6.528717242476335 2.2129453814379927 1 0 0
170 1 1 19.39698626334475 6.90410908245649 1.8847805099102461 0 -1 0
664 1 1 17.87291924839051 6.921104810194874 2.972590051504962 1 0 0
168 1 1 19.095730134341025 7.9208214495506635 1.3983751336786259 0 -1 0
177 1 1 22.711356405583462 7.765891202503355 1.938216086373776 0 -1 0
703 1 1 3.8601573624173016 8.975653295166632 2.6070957191826714 1 0 0
704 1 1 4.699406915931342 9.330547801078 2.4691621819104643 1 0 0
166 1 1 18.227062794072264 8.946570852636988 2.5601534333278404 0 -1 0
1374 0 2 1.7490576479144764 9.30130814879048 2.303654071555814 0 6 2
705 1 1 5.281714465784756 9.108064719386865 1.7649455348011416 1 0 0
1084 0 2 7.665559574268359 9.189263004922998 1.903885130633886 -6 -3 -2
1652 0 2 10.523009704855149 9.864799836412875 0.47926002040397436 -7 2 -4
288 1 1 21.981908886968707 11.48859782222568 1.905512538659679 0 -1 0
1573 0 2 24.646495395244706 11.420653035009867 0.5580524318679395 0 -4 2
1907 0 2 12.812744502445538 13.090513385455818 2.0200005154347793 2 -1 4
155 1 1 14.78002401199876 14.118554371545061 2.5567173493751256 0 -1 0
277 1 1 18.048198027356573 13.132105250117503 1.507393095776776 0 -1 0
291 1 1 21.735332262180332 13.63086728468175 2.236960175525481 0 -1 0
1831 0 2 1.2893329685279702 14.569944476144935 3.0941562277785164 -5 1 3
275 1 1 16.875233035614325 14.232414158753086 1.9974992678523078 0 -1 0
292 1 1 22.043781510493993 14.002904596121923 1.4141999438603643 0 -1 0
297 1 1 24.046715773030716 13.86237628127485 1.391741990642141 0 -1 0
293 1 1 22.051976075891154 14.993011155911963 1.231609455094938 0 -1 0
296 1 1 24.140842820980193 14.835202554252222 1.4133079286199508 0 -1 0
1114 0 2 26.139532369389848 11.92636307836759 2.716862430667261 0 3 -2
1767 0 2 6.154307616106205 15.471763628842988 1.241079604154718 2 0 2
295 1 1 23.433816916175033 15.308119500670955 1.8051256905605548 0 -1 0
294 1 1 23.09223191719235 15.11870991762998 0.9806449746106073 0 -1 0
1392 0 2 4.264845396697332 17.59886875772187 3.306003887629674 -2 3 2
268 1 1 18.577592356254808 16.478213873302174 1.7224053758931281 0 -1 0
1617 0 2 9.078148169325639 18.083613526268504 2.7577438732802873 -1 -1 3
1703 0 2 27.214149536541658 17.728052042379627 1.2488767238368377 5 3 1
420 1 1 15.039354833715672 20.143801296752788 2.010359930359837 1 -1 0
421 1 1 15.764862323716008 20.386159870206146 1.3835670483758882 1 -1 0
3 1 1 2.6162552702469215 22.870735088176954 3.292160950293291 1 -1 1
